"business_id","date","ViolationTypeID","risk_category","description"
33446,"20140527",103109,"High Risk","Unclean or unsanitary food contact surfaces"
33446,"20140527",103118,"Moderate Risk","Employee eating or smoking"
33446,"20140527",103108,"High Risk","Contaminated or adulterated food"
33446,"20140527",103131,"Moderate Risk","Moderate risk vermin infestation"
33448,"20150506",103105,"High Risk","Improper cooling methods"
33448,"20150506",103148,"Low Risk","No thermometers or uncalibrated thermometers "
33448,"20150506",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33448,"20150506",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33448,"20130917",103105,"High Risk","Improper cooling methods"
33448,"20130917",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
33448,"20130917",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33467,"20150320",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33467,"20150320",103148,"Low Risk","No thermometers or uncalibrated thermometers "
33467,"20150320",103161,"Low Risk","Low risk vermin infestation"
33467,"20150320",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33467,"20131029",103148,"Low Risk","No thermometers or uncalibrated thermometers "
33467,"20131029",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33467,"20131029",103143,"Low Risk","Inadequate warewashing facilities or equipment"
33467,"20131029",103120,"Moderate Risk","Moderate risk food holding temperature "
33467,"20121203",103134,"Moderate Risk","Other moderate risk violation"
33467,"20121203",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33467,"20121203",103129,"Moderate Risk","Insufficient hot water or running water"
33468,"20130416",103148,"Low Risk","No thermometers or uncalibrated thermometers "
33468,"20130416",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33468,"20130416",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33468,"20130416",103131,"Moderate Risk","Moderate risk vermin infestation"
33468,"20130416",103142,"Low Risk","Unclean nonfood contact surfaces"
33468,"20140902",103139,"Low Risk","Improper food storage"
33468,"20140902",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33468,"20140902",103147,"Low Risk","Inadequate ventilation or lighting"
33468,"20140902",103132,"Moderate Risk","Improper thawing methods "
33468,"20140902",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33484,"20150709",103139,"Low Risk","Improper food storage"
33484,"20150709",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33484,"20150709",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33484,"20150709",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33484,"20150716",103150,"Low Risk","Improper or defective plumbing"
33484,"20150709",103142,"Low Risk","Unclean nonfood contact surfaces"
33484,"20150709",103147,"Low Risk","Inadequate ventilation or lighting"
33484,"20150716",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33484,"20131204",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33484,"20131204",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33484,"20131204",103142,"Low Risk","Unclean nonfood contact surfaces"
33484,"20130314",103142,"Low Risk","Unclean nonfood contact surfaces"
33484,"20130314",103133,"Moderate Risk","Foods not protected from contamination"
33484,"20130314",103131,"Moderate Risk","Moderate risk vermin infestation"
33484,"20130314",103147,"Low Risk","Inadequate ventilation or lighting"
33484,"20130314",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33484,"20130314",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33484,"20130314",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33484,"20140624",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33484,"20140624",103103,"High Risk","High risk food holding temperature "
33484,"20140624",103142,"Low Risk","Unclean nonfood contact surfaces"
33516,"20141121",103105,"High Risk","Improper cooling methods"
33516,"20130731",103133,"Moderate Risk","Foods not protected from contamination"
33527,"20131205",103114,"High Risk","High risk vermin infestation"
33527,"20130708",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33527,"20130708",103131,"Moderate Risk","Moderate risk vermin infestation"
33527,"20140609",103103,"High Risk","High risk food holding temperature "
33527,"20140609",103114,"High Risk","High risk vermin infestation"
33527,"20121213",103131,"Moderate Risk","Moderate risk vermin infestation"
33564,"20131017",103142,"Low Risk","Unclean nonfood contact surfaces"
33564,"20131017",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33564,"20130425",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33564,"20140423",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33564,"20140423",103142,"Low Risk","Unclean nonfood contact surfaces"
33564,"20120911",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33564,"20120911",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33568,"20150804",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33568,"20150804",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33568,"20150804",103120,"Moderate Risk","Moderate risk food holding temperature "
33568,"20140122",103139,"Low Risk","Improper food storage"
33568,"20140122",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33568,"20140122",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33568,"20130529",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33568,"20130529",103133,"Moderate Risk","Foods not protected from contamination"
33568,"20130529",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
33568,"20140612",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33568,"20140612",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33568,"20140612",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33568,"20140612",103142,"Low Risk","Unclean nonfood contact surfaces"
33568,"20121219",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
33568,"20121219",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33568,"20121219",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33568,"20141024",103120,"Moderate Risk","Moderate risk food holding temperature "
33568,"20141024",103157,"Low Risk","Food safety certificate or food handler card not available"
33568,"20141024",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33591,"20150204",103102,"High Risk","Unclean hands or improper use of gloves"
33591,"20150204",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33591,"20140113",103142,"Low Risk","Unclean nonfood contact surfaces"
33591,"20140113",103129,"Moderate Risk","Insufficient hot water or running water"
33591,"20140113",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33591,"20140113",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33591,"20130318",103156,"Low Risk","Permit license or inspection report not posted"
33591,"20130318",103133,"Moderate Risk","Foods not protected from contamination"
33591,"20130318",103139,"Low Risk","Improper food storage"
33591,"20130318",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33591,"20140709",103142,"Low Risk","Unclean nonfood contact surfaces"
33591,"20140709",103133,"Moderate Risk","Foods not protected from contamination"
33591,"20140709",103132,"Moderate Risk","Improper thawing methods "
33619,"20150414",103131,"Moderate Risk","Moderate risk vermin infestation"
33619,"20130807",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33619,"20130807",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33619,"20140328",103133,"Moderate Risk","Foods not protected from contamination"
33619,"20140328",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33620,"20150311",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
33620,"20150311",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33620,"20140305",103142,"Low Risk","Unclean nonfood contact surfaces"
33620,"20140305",103139,"Low Risk","Improper food storage"
33620,"20140305",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33620,"20121228",103120,"Moderate Risk","Moderate risk food holding temperature "
33620,"20121228",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33638,"20131025",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33638,"20131025",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
33638,"20140603",103162,"Low Risk","Other low risk violation"
33638,"20140603",103157,"Low Risk","Food safety certificate or food handler card not available"
33641,"20130618",103105,"High Risk","Improper cooling methods"
33641,"20130618",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33641,"20130618",103161,"Low Risk","Low risk vermin infestation"
33641,"20130618",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33641,"20130618",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
33641,"20130618",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
33641,"20130618",103133,"Moderate Risk","Foods not protected from contamination"
33641,"20130618",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
33641,"20140617",103120,"Moderate Risk","Moderate risk food holding temperature "
33641,"20140617",103132,"Moderate Risk","Improper thawing methods "
33641,"20140617",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
33641,"20140617",103139,"Low Risk","Improper food storage"
33641,"20140617",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33641,"20140617",103161,"Low Risk","Low risk vermin infestation"
33700,"20141117",103120,"Moderate Risk","Moderate risk food holding temperature "
33700,"20141117",103161,"Low Risk","Low risk vermin infestation"
33700,"20141117",103141,"Low Risk","Improper food labeling or menu misrepresentation"
33700,"20141117",103139,"Low Risk","Improper food storage"
33700,"20140303",103120,"Moderate Risk","Moderate risk food holding temperature "
33700,"20140303",103139,"Low Risk","Improper food storage"
33700,"20140303",103161,"Low Risk","Low risk vermin infestation"
33700,"20140303",103102,"High Risk","Unclean hands or improper use of gloves"
33700,"20130805",103138,"Low Risk","Improper storage use or identification of toxic substances"
33700,"20130805",103120,"Moderate Risk","Moderate risk food holding temperature "
33700,"20130805",103139,"Low Risk","Improper food storage"
33700,"20130805",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
33709,"20130613",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
33709,"20130613",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
